Symbol,% GC
JCHAIN,37.02
TMEM14C,47.49
SCPEP1,45.28
CDC42EP1,58.77
KIR3DL3,49.03
TUT4,38.59
TMEM14B,42.53
SOWAHB,55.87
B4GALNT1,56.64
KLB,42.12
LGALS2,50.79
ZKSCAN5,46.15
C19orf81,50.87
FATE1,48.31
GPR32,55.71
TTLL8,53.46
ACP4,58.02
MAGEA4,59.14
CTSA,56.09
LIAS,41.36
KIR2DL3,48.06
RAC2,52.23
KLK1,59.11
KIR2DL1,48.42
KIR2DL4,48.04
TMEM130,52.26
ASPHD1,50.19
MBOAT7,54.94
ZFP14,42.69
ZFP82,40.73
ACIN1,45.36
KIR3DL1,48.45
TCF7L1,46.98
AKAP1,49.96
TGOLN2,47.45
MAGED4,59.92
ZNF260,39.78
RETSAT,51.26
CRYGD,37.73
AOC1,47.8
TSPAN31,51.31
CAMK1D,45.61
ZNF529,40.96
CRYGC,42.26
ATR,37.11
APOL1,49.99
GPC4,41.25
PTS,41.9
FASTKD2,38.19
ZMAT2,43.69
ALDOA,59.26
HIPK4,53.95
GAL3ST2,63.31
CDK4,53.24
SERTAD1,52.5
MICU1,40.16
NEU4,65.6
PCDHA1,40.15
GPR173,46.14
SERTAD3,54.27
NDUFA6,48.79
RNF216,45.52
TSEN34,55.98
TSPYL2,52.46
PLET1,44.78
SMDT1,48.41
DHX36,34.84
PSG6,45.56
MUC6,63.4
CYP2D6,62.68
MAK,42.11
KIR2DS4,49.15
KIR3DL2,47.07
KLF18,53.69
SYCN,63.79
CLEC17A,49.08
TANK,35.76
MAGOH,41.43
ARHGEF26,38.95
PCDHA2,40.11
MSI2,47.5
MUC2,64.12
AADACL2,35.43
PCDHA3,40.07
PCDHA5,40.23
CDKN2C,40.97
PCDHA6,40.2
FMR1NB,39.45
PHF14,34.85
RPS9,51.77
GAS2L1,64.94
MARCHF9,55.49
TAB3,38.95
METTL1,52.12
C1orf87,38.38
RBP4,49.28
EEF1AKMT3,48.38
TCF20,46.13
RTP5,65.65
PCDHA7,40.11
PDCD1,63.14
MRPL23,62.94
FCAR,47.56
PCDHA8,40.02
UGDH,41.86
PCDHA9,39.95
TEAD2,53.57
ARHGAP21,39.03
MAGEA10,51.3
PCDHA10,39.83
TSFM,44.14
LILRB3,60.57
ZSWIM5,41.49
GCM2,44.69
CYP2D7,63.19
RIMBP3B,62.4
FAM246A,78.11
ZFP57,48.48
MRTFA,43.58
MED12,51.02
WTAP,38.63
OR4C46,44.52
OMA1,39.98
CEP41,39.96
OR52L1,50.18
PCDHA11,39.64
CUEDC1,51.4
OR56B4,49.05
CALCRL,33.03
RTP1,50.84
OR8A1,39.99
PCDHA12,39.53
SLC35D1,37.86
C12orf50,35.94
SNTG2,42.3
GUCY1A2,36.02
SLC33A1,39.66
VEZF1,40.94
RPL9,40.71
ACAT2,43.61
CHURC1-FNTB,44.95
NCR1,49.16
SRSF1,40.14
PCDHA13,39.36
RLIG1,36.21
TCP1,40.84
EEF1A2,63.37
RAB15,52.17
TM4SF4,41.63
ANKRD44,40.24
SLC37A2,52.71
DYNLL2,49
FMR1,36.37
MRPS34,65.5
EPX,51.82
PCDHAC2,41.75
GHSR,39.93
TRIM43,39.65
ANKRD40CL,46.21
PROM2,58.87
GPR149,36.58
JMJD1C,38.11
LRRC43,50.5
BLCAP,47.98
FAHD2A,49.54
NME2,52.09
NUBP2,62.16
NLRP7,49.67
TRMT10A,35.05
LILRA6,60.57
PCDHB1,39.96
JOSD2,61.44
TAMM41,42.9
TLX3,66.6
IL31,49.2
NNAT,54.16
CLSTN2,42.71
FNTB,43.81
B3GNT4,58.88
LRP8,51.87
FGF18,54.87
NINL,49
TLCD5,42.86
MEIOSIN,51.17
C2orf88,37.45
FOXI1,53.96
RAX2,64.3
IKBIP,40.95
KLHL24,38.98
KCNMB1,49.37
ZNF724,40.39
MRPL52,47.12
PSMD14,35.34
OPRL1,60.24
RBP5,51.28
ZNF43,41.77
NDEL1,44.62
USP47,35.56
SIGLEC1,55.28
HAT1,40.03
METAP1D,40
LCP2,44.62
LAMB1,42.41
DLX1,55.73
TBX1,57.77
SLC25A12,40.31
CLSTN3,51.75
VCP,46.72
DYNC1I2,36.36
INO80D,40.81
SMC3,36.7
LILRB5,59.61
MED26,52.52
MRPL18,43.85
EDEM2,45.8
RTP4,42.42
SH3BP4,50.75
PNLDC1,48.03
NLRP2,49.09
PIN1,56.32
NDUFS1,40.76
AANAT,53.01
IL17RD,45
IGFALS,68.39
CCDC196,36.74
UQCC1,43
LZTR1,58.23
HAGH,53.32
ZNF652,41.52
XRCC1,50.91
RPL7L1,46.45
ZDHHC22,54.74
WDR81,57.66
SLC4A10,35.91
KIF5C,43.07
MYPN,40.41
GSTZ1,54.28
HARS1,45.84
C6orf226,59.43
MYRFL,39.67
PTCRA,50.96
ELF5,45.41
MAPK10,37.37
GNMT,57.24
LDB3,53.15
LILRB2,57.76
PEX6,51.99
KCNMB4,39.68
A2M,37.18
WDR18,62.24
DPYSL4,61.6
JMJD6,48.83
PITPNB,39.71
DNAJC13,36.8
PPP2R5D,49.86
GP6,48.31
HS3ST6,64.05
VAC14,54
PHOSPHO1,56.75
PAK1,39.9
JAKMIP3,52.78
GOSR1,39.72
LILRA3,51.5
HAO1,37.89
TMED8,41.15
PURA,41.49
IGIP,35.5
NUDT14,64.58
CYSTM1,43.99
TMX4,37.73
LILRA5,47.9
RDH13,52.13
PLCB1,38.19
PFDN1,40.78
BDH1,51.24
MN1,52.19
GSTT2,57.52
PPP1R36,42.72
TTYH1,58.86
RBX1,44.92
AVPR1A,38.49
TEKT5,48.13
MSRB3,37.12
SRP19,41.89
HGD,41.25
PLEKHG3,52.94
SMARCB1,51.42
VSTM1,46.35
IFNL2,58.17
CRYGA,43.33
NUBP1,50.62
NR2C2AP,56.63
ITM2C,58.43
TMEM95,59.61
EEF1B2,45.25
SPTB,48.21
PRX,55.84
REEP5,41.56
HEXD,55.13
POGLUT1,41.15
KCNV2,41.9
TARM1,49.32
RCN1,46.64
VLDLR,42.45
OSCAR,53.04
AGAP4,41.11
C12orf75,41.95
CMKLR2,42.8
TVP23A,48.06
GRIK4,48
IZUMO1,52.95
MBLAC2,36.87
TRIM42,41.69
LENG8,58.91
TLK1,38.08
ZDBF2,37.54
POLR3G,37.84
GBF1,43.62
POTEH,37.08
POMT2,47.08
ZNF268,41.98
DGKG,44.7
FGF21,60.11
MEA1,54.79
LRRC61,53.95
IGLV3-10,57.2
IGLV3-9,58.37
IGLV2-8,60.13
BCAT2,54.54
RARRES2,62.31
DEXI,51.36
LENG9,67.05
CDC42EP5,54.1
LYSMD3,35.92
IGLV4-3,53.5
LAIR2,48.14
IGLV3-1,59.04
IFT20,47.79
RRP36,48.92
IGLL5,48.79
COG7,45.97
SH3GLB2,55.79
NDUFA3,55.15
IGLJ1,63.78
IGLC1,58.26
IGLJ2,62.86
IGLC2,57.36
IGLJ3,61.93
IGLC3,57.14
IGLJ4,42.42
NUP205,38.99
IGLJ5,55.56
KIR3DX1,49.09
IGLJ6,54.29
IGLJ7,63.04
KLC4,52
IGLC7,60.32
GABRG2,35.18
DDT,54.25
LILRA2,46.62
TRMT2A,63.28
CSTPP1,41.37
EARS2,47.68
TFPT,55.03
NME1,46.38
DYRK2,43.53
CRYGB,47.96
XAGE3,37.99
MUC20,50.62
WASHC4,35.27
KIAA2012,44.16
FRMD7,40.58
LILRA1,50.57
TCEANC2,42.31
KLHL6,45.24
TSHZ2,42.02
PRPF31,57.07
MUC4,54.11
SCRN1,43.91
GPR55,48.83
MYOCD,41.77
GPRASP2,50.6
ZNF217,44.05
UBFD1,47.04
RANGAP1,53.25
SLC39A10,38.48
MAOA,40.27
USP1,39.48
ADAMTS9,40.09
KIF16B,40.7
MUC4,56.06
LILRB1,48.87
MXRA5,43.18
DOLPP1,57.75
GAGE12C,44.2
NDUFAB1,48.72
FKBP14,38.69
GAGE12D,44.2
GRAP,56.73
HSD17B14,51.4
GAGE12F,44.54
AEBP1,62.7
GAGE12E,44.23
DCTN5,42.88
OR4N5,36.64
OR4E2,38.27
BTBD6,64
OR11H4,41.07
TFPI,36.6
TP53INP2,55.18
METTL23,47.85
GAGE12G,44.27
DHDH,52.54
NLRP14,37.29
COCH,39.92
PKN3,57.67
GGT7,49.04
LILRB4,52.54
GAGE12H,44.24
RCOR2,61.85
AK5,39.61
GAGE2A,44.28
ZNF585A,40.77
GAGE1,42.97
PLK1,50.69
KCNC2,34.22
CNOT3,57.87
MYL7,61.44
GAGE10,44.47
NAA40,50.29
GAGE12J,44.35
MRPL2,49.19
ACSS2,45.42
BOK,58.28
ZNF585B,42.21
ZDHHC12,61.42
GIPC2,38.79
MKS1,47.45
CCDC115,50.56
GAGE13,44.39
KIR3DL3,48.97
ZFC3H1,36.14
ANGPTL3,29.49
VPS37D,64.08
MAGT1,40.92
DNAJC30,54.26
ZER1,51.42
STX1A,58.84
COX8A,56.81
ZNF792,51.69
SLC25A12,40.21
KIR2DL3,48.06
JPT2,47.78
MACROD1,58.06
B3GNT5,42.14
PTK7,49.4
DNAJC6,40.01
LGI4,55.73
TBC1D13,52.05
GOLIM4,38.32
LENG1,54.86
TMC4,56.05
GABRQ,48.3
STIP1,50.06
TNS2,60.28
CEP120,36.19
AK4,42.62
STRN3,38.51
KIR2DL1,48.35
MAGEA3,55.91
OSBPL6,39.34
LEPROT,40.78
SARM1,51.55
MAGEA2B,55.87
FXYD7,52.39
ENDOG,61.55
CCNF,52.76
SPOUT1,57.6
CACHD1,40.03
TPST2,48.49
CLDN3,69.15
CCDC50,36.59
METTL27,59.28
FARSA,53.91
MBOAT7,55.04
NLRP7,49.79
MUC20,50.24
CSAG1,40.67
TMEM270,53.53
SLC46A1,52.44
FLRT2,39.33
RBM28,43.22
MAGEA12,55.18
MUC4,56.06
PAPOLA,36.57
MAGEA2,55.87
GGTLC3,61.94
TEDC2,62.03
NLRP2,48.88
GK5,38.78
MUC20,50.62
UNC119,57.41
RIMBP3,62.54
MCOLN2,40.38
GP6,48.31
FAM246B,78.54
FAXDC2,47.15
SLC7A4,62.43
KYAT1,49.05
MUC4,56.37
CETN2,43.33
RDH13,53.06
RGL4,55.37
HILPDA,51.52
NSDHL,45.97
TSEN34,59.78
METTL2B,45.29
ALDOC,55.56
LSP1,61.57
MYH7B,53.87
ST6GALNAC5,39.92
RAD23A,54.44
PNMA5,56.91
EHHADH,39.78
ATG4C,35.44
EIF2S3,41.35
RPS9,51.79
GEMIN5,41.33
ALKBH4,54.36
LRWD1,61.05
PTPRT,42.34
KLHL15,41.85
MTM1,39.78
EIF2B5,48.66
NTN3,71.5
ZNF70,50.13
LRRC8A,53.82
VPREB3,56.21
GADD45GIP1,54.98
C22orf15,59.22
ATP6V0C,60.03
TMEM150B,52.1
PHYHD1,51.56
ACKR3,50.01
EWSR1,44.02
LRRC70,32.61
DTYMK,51.06
UPK3BL1,57.17
CEMP1,61.32
ADGRL4,35.25
GABRB2,35.96
CHURC1,41.09
KMT5C,64.87
MARF1,44.17
GNAS,47.09
GEMIN2,39.61
LILRB3,60.5
PPP3R1,37.41
CFAP69,36.1
COX6B2,59.73
RBM43,42.67
NLGN3,51.25
SPAG5,46.2
SRF,55.64
GARIN5B,61.03
SP100,39.21
GJA9,42.36
CCNI2,49.81
CUL9,49.09
IL11,60.84
DPF3,46.01
ZFP62,42.93
DOLK,56.7
NUP188,46.07
TTLL7,35.53
RAD52,45.19
SHQ1,39.56
MGAT1,50.9
TMEM190,66.92
TMEM238,57.1
LILRA6,55.6
LAS1L,42.78
RPL28,52.79
GTPBP10,38.02
RNF121,42.62
FBXO45,41.25
NDE1,48.63
OR11G2,39.89
FRG1,35.9
CETN3,33.62
PABPN1,50.18
YEATS2,42.59
SDF2,47.1
MUC20,50.24
CLINT1,37.76
FRG2,44.31
SDR39U1,53.54
UBE2S,54.64
SUPT6H,47.99
CLDN12,39.02
ISOC2,56.69
NHS,42.35
DNPH1,55.28
CRAT,58.61
LAMTOR1,47.92
PLAAT1,37.84
LPAR4,34.8
PYDC2,52.04
RNF168,42.36
KDM4A,46.76
KHDC1L,52.09
DPPA5,54.7
PHF6,37.45
MB21D2,42.65
KHDC3L,58.65
NGB,57.2
NAT14,65.69
METRN,66.79
RNASE3,49.38
P3H2,38.18
CDK14,37.97
DDX43,40.78
TRAV6,46.96
TRAV7,43.05
TRAV8-1,45.83
TRAV9-1,42.44
TRAV10,43.54
IPO11,38.3
DYNC2I2,53.84
SSC5D,54.52
TRAV12-1,44.67
TRAV8-2,51.68
TRAV8-3,47.44
PHOX2A,61.28
TRAV13-1,41.94
TRAV12-2,42.57
TRAV8-4,51.34
ANTKMT,72.09
TRAV13-2,41.12
TRAV14DV4,43.29
LPCAT3,44.18
ZNHIT6,36.47
TRAV9-2,43.02
DCHS2,37.99
TRAV12-3,44.03
TRAV8-6,48.94
TRAV16,43.34
SEMA4D,51.34
TRAV17,45.87
TRAV18,45.07
TRAV19,45.07
TRAV20,45
TRAV21,45.86
LILRB5,59.56
TRAV22,48.77
TRAV23DV6,43.42
TRDV1,41.84
TRAV24,44.64
GUCA1B,46.59
TRAV25,43.5
TRAV26-1,43.6
TRAV8-7,46.27
TRAV27,47.42
TRAV29DV5,42.02
MUC20,50.27
SLC22A18,61.48
TRAV30,45.71
CRYBG1,40.14
TRAV26-2,44.4
SBK2,57.35
TRAV34,45.23
TRAV36DV7,44.2
TRAV38-1,47.65
TRAV38-2DV8,47.98
SBK3,56.85
TRAV39,48
CIAO3,60.84
TRAV40,41.16
AKR1C2,38.99
TRAV41,44.44
IGHG1,63
WDR53,43.07
KIAA0930,54.64
MUC4,56.06
ZNF579,64.61
HPRT1,40.12
FIZ1,57.1
IGHG3,62.97
MROH7,48.55
IGHD,59.35
ZNF524,62.18
TPRG1,39.36
IGHM,61.79
ZNF784,58.39
PLAC1,42.07
IGHJ6,54.1
ZNF580,57.45
IGHJ5,65.31
BTAF1,37.3
IGHJ4,58.7
RTN4IP1,41.01
IGHJ3,51.02
IGHJ2,59.62
IGHJ1,63.46
IGHD7-27,54.55
IGHD1-26,50
PABIR2,40.17
IGHD6-25,61.11
IGHD5-24,40
ZNF581,58.42
IGHD4-23,52.63
IGHD3-22,29.03
IGHD2-21,46.43
IGHD1-20,47.06
IGHD6-19,57.14
IGHD5-18,45
IGHD4-17,50
IGHD3-16,37.84
IGHD2-15,48.39
IGHD1-14,52.94
IGHD6-13,57.14
IGHD5-12,43.48
IGHD4-11,37.5
IGHD2-8,35.48
CCDC106,61.17
QRSL1,39.53
RAB34,58.35
IGHD1-7,41.18
IGHD6-6,55.56
C1R,51.55
IGHD5-5,45
IGHD4-4,37.5
IGHD3-3,32.26
IGHD2-2,45.16
IGHD1-1,52.94
IGHV6-1,54.02
IGHV1-2,56.37
IGHV1-3,56.04
GTF3C6,45.08
IGHV4-4,57.11
IGHV7-4-1,55.76
IGHV2-5,53.88
RPF2,42.58
ADIPOQ,43.85
TMCO6,51.32
IGHV3-7,52.72
IGHV4-61,55.84
UPK3A,55.02
FZD1,47.62
SWAP70,39.97
IGHV3-64,50.56
IGHV3-66,52.08
PTTG1IP2,38.24
IGHV1-69,55.42
IGHV2-70D,53.08
CAV1,41.69
IGHV1-69-2,53.88
ATP13A4,38.99
GCSAM,40.8
ZRANB3,38.97
IGHV1-69D,55.33
IGHV2-70,51.58
TFB1M,38.43
NEURL1,50.53
IGHV3-72,51.48
EEFSEC,47.88
FAM118A,49.58
IGHV3-73,54.07
EPN1,54.85
IGHV3-74,52.75
MSLN,66.92
TRBV10-1,53.28
TRBV11-1,50.11
CLDN20,40.37
IGHV7-81,56.24
TRBV10-2,52.5
NOX3,40.79
PROX2,45.31
TRBV6-5,54.78
TRBV7-4,51.95
USP6NL,38.06
TRBV5-4,55.56
TRBV6-6,53.67
TRBV5-5,55.51
TRBV6-7,53.35
SIPA1L1,39.56
TRBV7-6,51.85
TRBV5-6,56.41
TRBV6-8,54.08
TRBV7-7,49.4
TRBV5-7,55.25
TRBV7-9,51.59
UGT2A3,34.06
GTF2H4,51.2
TRBV13,51.45
TRBV10-3,49.37
TRBV11-3,48.86
TRBV12-3,48.13
TRBV12-4,48.81
TRBV12-5,49.12
PHF8,43.07
SLC9C1,37.44
ZNF510,38.93
SMC1B,39.89
NFE2L3,44.68
BRD8,43.02
ASTN2,41.84
NLRP9,44.62
SVIL,43.63
UGT2B10,33.01
CBX3,41.37
ADM,58.97
UGT2B15,34.92
RFPL4AL1,41.92
RIBC2,50.32
GAMT,64.25
TMPRSS11E,36.74
PTGFR,37.26
PEX5,42.58
SPHKAP,38.19
FBLN1,53.13
LMO4,41.87
GMNC,36.08
FRG2,44.2
SMCO1,44.72
YTHDC1,35.4
PRPF38A,41.36
RNF141,36.1
ETV5,42.69
FRG1,35.99
TMEM17,39.28
SFTA2,50.01
DAZAP1,58.75
RPS3A,41.26
PSMA2,38.26
PIGK,35.84
MUC21,50.08
SH3D19,40.78
CRY2,49.13
C6orf15,57.8
PSORS1C1,52.26
PRSS48,39.75
CDSN,52.48
PSORS1C2,57.6
GUCA2A,57.59
KCNIP4,36.92
MRPL32,40.68
SPG7,52.33
RPL23A,49.55
ZBTB1,39.55
C3orf33,40.69
DNAJC2,40.48
TRIM9,40.47
SPATS2L,40.19
VARS2,54.92
C19orf25,62.64
TLCD1,60.34
EIF5A2,38.2
MAPK8IP1,58.04
HIF1A,37.25
GGTA1,46.65
MUC20,50.62
NEK8,53.77
LRRC26,74.57
OMD,36.12
LCN8,62.24
MBD3,58.14
CSDC2,55.8
C22orf42,42.24
PDXP,55.3
GPSM1,66.05
U2SURP,38.44
CCDC117,44.33
FAM120C,42.69
FREY1,62.5
MCU,38.8
LIMK1,54.59
PEX16,58.01
KCNJ2,41.95
DOCK7,36.07
ZACN,60.02
SGSM1,47.65
NYX,46.96
TMEM185A,42.64
GALR2,64.56
NUTM2E,46.57
APC2,63.5
PLCE1,41.12
PRDM9,37.92
EXOC7,51.59
PSMC2,39.9
POMT1,53.4
LARGE2,61.4
RBMX2,43.56
SNAPC1,39.55
GPR34,38.35
PROP1,53.75
FAM222A,52.95
CREB3L1,52.83
REC8,55.21
DACH2,35.88
CROT,37.43
PSMC4,49.94
RFPL1,46.11
CLTCL1,46.42
FAM76B,34.6
TRPV4,52.04
ELF4,51.68
RAPGEF6,37.88
LRRTM3,35.7
TAF3,39.52
ZNF546,39.84
DIAPH2,37
CPNE6,58.07
PDCD4,34.69
ABCB4,38.6
COL4A6,40.16
CEP57,37.69
ZNF780B,39.66
ZNF699,42.04
ZNF560,42.49
BBIP1,38.61
PRR18,59.48
WDR25,46.07
SFT2D1,43.21
EDDM13,45.69
STATH,31.96
ADGRG7,38.02
DGCR8,52.22
HTN3,32.32
ZNF583,38.95
TBXT,51.51
ASB2,52.44
SHOC2,35.08
ABCB1,37.02
CPA3,36.99
EFEMP2,60.57
COL5A3,52.35
HTN1,32.73
MRS2,39.3
PRR27,33.35
CCDC197,53.16
GYG1,41.21
SMTN,54.79
OTUB2,52.76
IFI27L1,45.15
LPCAT1,55.33
PROP1,54.55
IFI27L2,54.59
BEND3,47.6
PREP,40.86
RDH8,50.99
PPP4R4,37.14
CLPTM1L,56.41
ADRA2A,59.71
SOHLH1,63.42
PLEKHM3,41.33
SHFL,56.65
EGR2,57.81
TAF5,43.36
FIBP,55.13
IQCA1,42.77
ABT1,47.74
USP54,42.18
BTN2A1,45.31
KCNT1,61.61
SELENOM,49.48
SMN2,42.25
HSPA2,45.54
HMGN4,41.64
NKX2-1,62.3
BTN1A1,45.79
SCAF8,37.63
PPAN-P2RY11,60.07
PPIA,47.06
HLTF,35.95
OTX2,45.57
GLTP,49.11
FOXJ1,63.83
PLA2G3,56.98
SKA2,41.22
RNF185,44.97
PPAN,58.5
PRR11,44.35
PLCZ1,35.78
H2AZ2,41.42
SLC6A3,56.31
CEP72,50.51
GPR132,55.62
INPP5D,48.79
GTF2H2,38.45
SLC9A3,75.57
P2RY11,62.34
LIMK2,47.35
FRMPD2,44.31
EIF3G,59.23
JAG2,65.88
CILK1,40.86
RTN4RL1,54.35
CCDC85B,71.65
PURB,41.41
FOSL1,55.66
DPH1,56.23
CPNE7,60.33
DBNL,53.2
ATXN3L,38.95
VCX3B,57.23
C11orf68,61.47
CAPZA3,41.03
SEMA6A,40.55
SLC38A5,54.9
DRAP1,65.33
CENPW,35.6
PIK3C2G,35.66
SLC45A2,41.45
KCNK16,54.72
RXFP3,63.88
RTL10,55.11
ADAMTS12,40.59
CDK10,55.37
SEPTIN3,52.3
OVCA2,58.97
HIC1,65.48
SART1,55.2
TMEM200A,38.05
S1PR2,56.88
PACS2,57.4
B3GNT2,45.39
HPS3,38.65
MRPL4,56.11
SMG6,45.76
MAPK8,37.34
VCX3A,57.5
CCDC93,42.78
REPS1,37.32
TCEAL4,39.32
RANBP3L,36.62
EPYC,34.86
LUM,35.07
NEGR1,34.94
RPN1,46.98
DCN,34.9
BRCC3,37.75
ERMARD,43.29
SHISAL2A,46.16
EIF1AD,48.54
DNTTIP2,39.28
MTX2,35.02
TRIM36,40.18
SERF1B,43.63
SRR,45.63
C3orf38,37.88
SPATA2L,62.68
ICAM1,51.86
NAIP,43.19
IDH3G,58.74
VPS9D1,59.41
PCNP,39.69
FAM120B,46.1
DEPDC5,45.28
WDR75,37.02
TSR1,44.46
LILRA2,46.62
ICAM4,60.71
PTPRF,55.69
PGAM2,58.43
KY,48.47
MIER3,38.91
ZNF808,44.95
POLM,56.54
BANF1,57.86
CHMP1A,57.58
MUC4,56.06
COX6A1,48.26
TRIAP1,44.24
GATC,46.68
CYB561,57.39
TEX22,55.62
CST6,61.28
ARHGAP22,47.75
ZNF611,46.11
MCCC2,43.43
MTA1,59.42
CATSPER1,56.69
DYNLL1,47.04
DLL1,53.53
FARP2,45.58
FANCD2OS,44.42
BRK1,44.91
FAM47A,54.04
CTF1,53.76
APOOL,37.14
DYNLT2,38.54
GAL3ST3,55.97
IRAK2,48.88
PDZD9,44.64
COQ5,45.87
LILRB1,48.81
PCDHAC1,39.43
PLS3,38.9
USP10,43.62
SF3B2,48.41
BDP1,39.84
ZNF28,45.1
TARS1,38.4
GHRL,53.43
DDX21,41.17
POP5,48.65
YKT6,48.13
ZNF773,43.76
ZNF549,43.95
CCDC65,47.98
ZNF416,48.61
ACE,58.35
ZIK1,47.31
ATP2C2,48.83
FKBP11,51.54
ZNF134,46.32
FGL2,35.71
KCNS3,39.79
SMN1,42.27
ZNF211,41.63
LAT2,53.07
TEX13D,39.2
TMEM37,55.36
GPC3,39.68
WNT10B,55.74
ZNF527,40.73
SERF1A,43.59
RAB1B,55.52
DDN,61.96
CRIP2,69.59
RHEBL1,49.7
SEC13,46.78
ZNF569,39.27
STK25,59.3
HSPA9,42.75
DHH,55.36
CNIH2,61.44
TUBA1B,53.12
RTEL1,59.63
ZNF540,39.55
C16orf46,43.5
FAM120B,44.49
TMEM151A,64.72
CD248,65.39
RIN1,62.23
ZNF200,43.67
MAP3K3,45.21
COL24A1,36.41
ARF3,47.69
AVPR2,62.86
KGD4,42.55
ZNF607,41.53
ANKRD22,37.87
STAMBPL1,39.34
CDK7,40.47
PRRG3,51.73
NOXA1,62.38
WDR87,46.97
LILRB2,56.93
BRMS1,55.88
CNGA2,50.99
FKBP5,41.97
CRIP1,68.07
KIR3DX1,49.07
SHOX,51.23
COPS7A,50.43
NUDT13,41.24
CYP2S1,53.16
LILRA6,60.6
SYP,52.56
RFC2,48.96
LUC7L,47.33
HMGCLL1,34.36
AXL,50.86
STS,39.69
UBAP2,43.32
IGHA2,60.69
B4GAT1,56.78
SLC25A20,47.34
IGHE,65.48
IGHG4,63.6
SLC29A2,58.27
PNPLA4,40.45
CCDC125,43.78
IGHG2,63.42
CHIC1,37.63
ECD,39.47
BEGAIN,60.97
KIR2DL1,48.38
PRSS3,42.71
CT47B1,49.23
HAPSTR2,55.51
GPX7,49.68
FAM156B,48.73
P4HTM,54.54
LIMD2,66.23
AK6,41.65
LYRM4,43.39
FOXD1,54.97
VASH1,55.57
SLC44A3,43.92
ANKRA2,37.11
DCAF8L2,35.72
SLC25A25,49.9
TAF9,44.8
TTYH1,58.86
NRN1,52.74
MAGEA6,55.68
IRF2BPL,62.84
LRRC74A,47.2
KPNB1,43.15
MID1IP1,53.77
CLIP2,52.07
F13A1,41.74
ZNF75A,45.02
CCDC97,53.54
UTP15,37.9
RAD17,39.61
MAGED4B,59.92
DALRD3,60.06
MUC20,50.26
TMEM91,52.68
PACS1,43.99
FAM149B1,39.91
CKB,70.41
CCDC28A,38.91
XPO6,43.81
INHBA,40.65
GSTA1,40.45
ATG4B,52.33
COA8,48.97
B9D2,52.33
DNAJC9,39.91
TRBD1,83.33
DNAJB5,55.15
TRBJ1-1,45.83
TRBJ1-2,52.08
TRBJ1-3,44
TRBJ1-4,43.14
TRBJ1-5,52
TRBJ1-6,52.83
TRBC1,54.27
MRPS16,47.47
TRBJ2-1,60
TRBJ2-2,56.86
TRBJ2-2P,69.57
BCKDHA,52.33
TRBJ2-3,59.18
TRBJ2-4,60
TRBJ2-5,66.67
TRBJ2-6,69.81
TRBJ2-7,65.96
TRBC2,52.99
TRBV30,55.28
ASXL1,42.17
TRPV6,51.09
NCR2,47.16
ANXA7,40.79
SSX2,45.05
LAG3,57.37
SAR1B,43.44
CTSO,38.31
LILRB5,59.61
PRKD1,37.08
DAGLA,57.51
SLC17A4,39.49
PTPRK,35.4
NDUFAF3,64.14
CD4,48.56
TDO2,36.51
MAN1B1,54.92
VCX,56.54
SLC17A1,36.74
TBX21,53.22
DMAC2L,40.65
ERICH4,50.25
SIGLEC8,51.85
PKN2,36.25
MRPL10,49.19
SERTM2,36.83
TRPV5,45.79
RGN,43.38
CELF2,41.91
PTX3,42.7
DIO2,37.62
ZNF205,58.51
TMEM258,58.49
SNTN,40.88
SIGLEC12,50.21
SEC24A,42.25
LRRC46,52.74
OR1J1,49.43
OR1J2,49.79
OR1J4,48.62
RTN1,39.18
OR1Q1,49.21
OR1L1,41.92
THOC7,39.87
GLIS3,40.19
SLC17A3,38.42
FEN1,48.87
SCRN2,59.14
KEL,47.1
SIGLEC6,46.97
GPR162,61.54
RBM10,50.27
LENG8,58.93
FADS1,50.81
CAMLG,43.33
BPIFA1,49.38
TIGIT,41.84
DDX46,42.1
LDHD,62.41
ABCD3,37.07
KPNA2,43.75
CNOT3,57.89
P3H3,56.25
STRIT1,32.08
CDKN3,40.35
TRIM38,40.45
PIP,42.19
LLCFC1,53.87
FBP2,45.28
H1-1,51.72
H3C1,59.06
H3C2,56.16
ZNF175,41.97
H2AC4,55.22
FLYWCH1,52.32
H3C3,57.61
PECAM1,47.28
H1-6,48.48
IQUB,36.64
H1-4,60.48
H2BC6,41.16
FBP1,48.66
H4C4,55.09
MICB,49.6
THRB,38.87
VSTM2L,54.01
HAS1,49.53
LENG1,54.82
RAB22A,41.45
POLG2,41.35
LAIR1,49.6
VAPB,42.8
FPR2,43.43
MYO1B,39.67
MEGF9,38.18
UBA1,51.31
FPR3,42.76
MARVELD2,43.28
MROH7-TTC4,46.99
C5orf24,41.92
MCCD1,57.36
CLEC18C,57.16
NOVA2,51.25
FBXW2,41.5
SMURF2,39.47
APCDD1L,48.35
TXNDC15,45.93
GNB3,54.7
NDUFA5,35.56
DDX39B,47.24
STX16,40.99
IL12RB1,51.1
GLE1,45.42
ATOX1,46.3
OCLN,43.02
ZZZ3,37.17
GLRA1,41.69
GTF2H2,38.32
FADS3,57.37
LMOD2,42.42
WASL,35.41
DDX5,43.85
LRRC23,47.35
HYAL4,39.21
RXFP3,62.14
SLC45A2,40.67
IFI30,56.8
ARHGAP5,36.95
PCOLCE,60.83
